"TOA5","69927","CR1000","69927","CR1000.Std.31.03","CPU:QikIsland_Met_2018_v1.1.CR1","58687","CBAY_MET_1HR"
"TIMESTAMP","TEMPERATURE_Avg","WIND_SPEED","WIND_DIRECTION","GUST_Max","RH_B_Avg","BP_Avg","BattV_Avg","Kdn_Avg","Kup_Avg","LdnCo_Avg","LupCo_Avg","Ux_Avg","Uy_Avg","Uz_Avg","CO2_op_Avg","H2O_op_Avg","CO2_Avg","H2O_Avg","Pfast_cp_Avg","xco2_cp_Avg","xh2o_cp_Avg","mfc_Avg"
"TS","Deg C","","Deg","km/hr","","kPa","Volts","W/m^2","W/m^2","W/m^2","W/m^2","","","","","","","","","","",""
"","Avg","WVc","WVc","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-08-05 15:00:00",6.525,9.05,280.5,11.78,80,100.1,12.41,604,73.09,261.7,396.2,0.476,2.702,0.11,17.7,348.2,751.2,4.261,98.4,404.7,-2.481,6.96
"2018-08-05 16:00:00",5.749,13,280.5,16.79,82.6,100.1,12.56,542.5,69.23,261.7,392.9,0.587,3.646,0.187,17.71,341.9,751.1,4.148,98.4,404.5,-3.077,6.961
"2018-08-05 17:00:00",5.558,15.46,277.1,20.89,80.3,100,12.67,479.3,71.16,261.2,389.3,0.476,4.397,0.176,17.7,327.3,750.2,3.926,98.3,404.3,-3.185,6.96
"2018-08-05 18:00:00",5.479,12.02,284.6,14.96,80.2,100,12.74,384,67.45,260.2,388,0.892,3.378,0.133,17.67,326.4,749.4,3.889,98.3,404.1,-3.201,6.959
"2018-08-05 19:00:00",5.709,15.22,278.1,18.7,76.04,100,12.78,287.4,64.77,259.3,381.4,0.53,4.36,0.158,17.68,310.9,749.2,3.679,98.2,404.7,-3.213,6.96
"2018-08-05 20:00:00",5.608,12.54,267.4,16.79,76.07,99.9,12.82,192.2,60.42,258.6,373.4,-0.262,4.631,0.092,17.71,308.1,749.6,3.633,98.2,405.2,-3.218,6.96
"2018-08-05 21:00:00",5.488,10.42,290.6,15.1,78.68,99.9,12.85,94.8,42.26,256.4,365.6,0.677,2.8,0.16,17.68,321.8,747.9,3.823,98.2,404.8,-3.22,6.96
"2018-08-05 22:00:00",5.126,8.53,17.67,15.1,80.8,99.8,12.84,28.12,18.68,254.7,355.2,1.205,-1.069,0.127,17.67,323.5,746,3.824,98.2,404.8,-3.227,6.964
"2018-08-05 23:00:00",5.312,2.347,67.27,6.915,80,99.8,12.85,6.666,8.14,260,349.7,0.222,-0.673,-0.008,17.64,323.2,744.7,3.818,98.1,405,-3.232,6.959
"2018-08-06 00:00:00",5.145,1.466,84.5,5.715,81.1,99.8,12.87,-2.933,2.114,263.2,345.1,-0.049,-0.725,0.007,17.65,327.3,744.5,3.877,98.1,405.2,-3.235,6.96
"2018-08-06 01:00:00",4.052,7.807,86.4,12.21,87.5,99.8,12.88,-3.773,1.304,258.5,340,-0.625,-2.551,0.024,17.68,327.3,746.4,3.895,98.1,405.2,-3.226,6.961
"2018-08-06 02:00:00",4.008,10.05,101.8,13.48,89.7,99.7,12.9,-2.474,0.891,281.1,339.5,-1.32,-3.221,-0.019,17.71,330.9,746.7,3.944,98.1,405.8,-3.222,6.963
"2018-08-06 03:00:00",4.083,10.2,104.3,13.19,90.7,99.7,12.9,-1.599,0.661,285.7,338.6,-1.444,-3.246,-0.035,17.71,340.3,747.8,4.108,98,406.2,-3.215,6.961
"2018-08-06 04:00:00",3.741,8.89,92.6,11.01,92.4,99.7,12.91,1.764,1.125,288.2,337.6,-0.795,-3.035,0.066,17.65,334.6,747.9,4.063,98,406.1,-3.208,6.963
"2018-08-06 05:00:00",3.653,9.55,91.3,12.28,92.9,99.7,12.93,22,3.599,278.1,336,-0.804,-3.296,0.046,17.68,330.9,749.3,4.04,98,406.8,-3.201,6.96
"2018-08-06 06:00:00",3.707,10.3,80.9,12.98,92.9,99.7,12.95,36.9,4.431,300.7,338.7,-0.281,-3.595,0.115,17.81,334.1,752.5,4.073,98,408.3,-3.199,6.962
"2018-08-06 07:00:00",3.898,9.73,82.6,13.41,92,99.7,12.98,112.2,11.19,290.4,340.5,-0.338,-3.462,0.11,17.86,337.6,753.5,4.098,98,408.3,-3.197,6.964
"2018-08-06 08:00:00",3.953,7.235,76.44,10.94,91.2,99.7,13.05,209.7,19.29,298.6,347.8,-0.13,-2.628,0.101,17.87,338.5,754.7,4.095,98,408,-3.201,6.965
"2018-08-06 09:00:00",4.651,5.026,99.5,7.832,89.1,99.7,13.09,224.8,21.71,297.7,353.2,-0.727,-1.862,-0.012,17.79,345.3,751.2,4.175,98,407,-3.213,6.959
"2018-08-06 10:00:00",5.29,4.551,133.5,6.844,86.7,99.6,13.31,277.4,28.08,300.7,359.8,-1.167,-1.087,-0.119,17.71,352.3,748.7,4.282,97.9,406.1,-3.223,6.96
"2018-08-06 11:00:00",5.089,2.6,76.1,4.304,87.3,99.6,13.26,251.9,26.23,307.7,364.4,-0.182,-1.04,0.014,17.74,353.2,750.4,4.307,97.9,406.5,-3.24,6.962
"2018-08-06 12:00:00",6.072,5.103,134.3,6.985,79.86,99.7,13.56,540.2,53.22,280.8,374.3,-1.27,-0.921,-0.075,17.62,335.7,746.2,4.064,97.9,404.5,-3.25,6.979
"2018-08-06 13:00:00",6.511,6.602,154.8,9.74,75.82,99.7,13.55,573,58.7,279.2,388.2,-1.526,-0.491,-0.137,17.59,333.2,745.3,4.073,97.9,403.9,-3.252,6.966
"2018-08-06 14:00:00",6.351,5.578,144,7.903,79.15,99.7,13.55,384.7,43.88,306,387.2,-1.458,-0.856,-0.201,17.59,344.7,744.3,4.195,97.9,404.1,-3.25,6.971
"2018-08-06 15:00:00",6.359,6.442,139.8,9.24,80.6,99.7,13.55,332.4,38.79,310.4,386.8,-1.656,-1.02,-0.105,17.6,351.9,745.1,4.285,98,404.8,-3.252,6.979
"2018-08-06 16:00:00",6.27,8.67,157,11.5,83.1,99.7,13.52,351.3,41.37,307.6,387.7,-2.018,-0.666,-0.137,17.63,360.6,746.1,4.419,98,405,-3.249,6.964
"2018-08-06 17:00:00",5.722,9.93,144.1,12.28,86.4,99.7,13.09,201.2,23.44,318.3,379.2,-2.689,-1.456,-0.198,17.65,360.3,745.4,4.386,98,405.1,-3.246,6.97
"2018-08-06 18:00:00",5.408,11.19,150.3,13.62,87.3,99.7,13.04,167,19.74,311.8,372.9,-2.962,-1.219,-0.23,17.67,358.3,745.7,4.36,98,405,-3.241,6.961
"2018-08-06 19:00:00",5.18,10.22,152.1,11.85,88.1,99.8,13,112.3,13.29,309.5,367,-2.683,-1.059,-0.212,17.68,354.8,745.6,4.307,98.1,404.9,-3.237,6.971
"2018-08-06 20:00:00",5.151,9.79,160.6,11.57,88.7,99.8,12.98,58.42,6.886,311.7,361.1,-1.932,-0.392,-0.142,17.68,356.6,745.4,4.338,98.1,405.2,-3.231,6.964
"2018-08-06 21:00:00",5.275,8.01,165.7,10.51,87.1,99.8,12.96,29.58,3.769,312.8,356.7,-1.514,-0.218,-0.086,17.67,352.7,745,4.267,98.1,405.1,-3.225,6.961
"2018-08-06 22:00:00",5.014,9.45,155.1,11.08,88,99.8,12.95,10.31,1.691,311.8,352.9,-2.315,-0.771,-0.14,17.66,349.2,744.3,4.214,98.1,404.8,-3.221,6.963
"2018-08-06 23:00:00",4.916,10.72,154.8,12.07,88.2,99.8,12.95,2.813,2.406,312.8,350.1,-2.604,-0.905,-0.201,17.66,348.7,743.9,4.2,98.1,404.6,-3.217,6.968
"2018-08-07 00:00:00",4.851,10.89,162.2,12.77,88.8,99.8,12.95,-1.889,0.243,305.6,346.7,-1.974,-0.306,-0.084,17.65,349.4,743.8,4.215,98.1,404.5,-3.215,6.958
"2018-08-07 01:00:00",4.784,10.14,161.3,11.92,89.3,99.8,12.96,-2.374,0.045,305.7,344.7,-1.957,-0.394,-0.089,17.66,350.6,743.8,4.24,98.1,404.5,-3.212,6.959
"2018-08-07 02:00:00",4.744,9.03,157.2,10.73,89.1,99.8,12.95,-2.484,0.153,298.5,342.6,-1.992,-0.648,-0.11,17.71,347.8,746.1,4.194,98.2,405.7,-3.21,6.968
"2018-08-07 03:00:00",4.415,10.81,144.9,12.14,90.7,99.8,12.95,-2.679,0.472,274.6,338,-2.864,-1.489,-0.17,17.66,346.1,745.6,4.177,98.2,405.5,-3.208,6.962
"2018-08-07 04:00:00",4.475,9.78,169,13.05,92.1,99.9,12.95,1.494,1.453,268.4,336,-1.979,-0.121,-0.148,17.5,343.7,741.7,4.069,98.2,404.6,-3.204,6.964
"2018-08-07 05:00:00",4.558,10.24,175.5,14.32,90.5,99.9,12.99,19.59,4.354,304.5,339.4,-2.115,0.09,-0.166,17.77,344.4,749.3,4.181,98.2,406.3,-3.196,6.959
"2018-08-07 06:00:00",4.352,8.63,154.1,10.58,89.7,99.9,12.98,34,3.647,307.8,340.7,-2.148,-0.72,-0.147,17.84,338.4,751.3,4.152,98.2,406.8,-3.204,6.961
"2018-08-07 07:00:00",4.304,10.04,156.5,12.14,90.9,99.9,13,80,8.53,302.2,342.2,-2.349,-0.702,-0.141,17.77,346,748.8,4.203,98.2,406,-3.208,6.963
"2018-08-07 08:00:00",4.446,10.11,146.7,11.85,91.5,99.9,13.02,117.2,12.5,308,346.3,-2.598,-1.29,-0.191,17.71,351,746.9,4.306,98.3,404.6,-3.209,6.968
"2018-08-07 09:00:00",4.498,12.78,135.4,16.02,91.9,99.9,13.04,156.2,16.69,312.3,349.7,-3.195,-2.41,-0.25,17.71,350.6,747.1,4.282,98.3,404.5,-3.21,6.962
"2018-08-07 10:00:00",4.431,14.34,146.9,15.59,91.4,100,13.09,181.7,18.88,316.5,353,-3.736,-1.806,-0.217,17.74,348.1,747.7,4.246,98.3,404.7,-3.211,6.956
"2018-08-07 11:00:00",4.645,15.38,147,17.22,90.4,100,13.46,286.4,29.25,321.6,360.6,-4.127,-1.798,-0.215,17.76,347.9,749,4.223,98.3,404.8,-3.22,6.959
"2018-08-07 12:00:00",4.796,14.98,147,17.22,87.6,100,13.46,348.1,36.96,323.7,366.1,-3.839,-1.85,-0.222,17.77,340.2,750.2,4.099,98.3,405,-3.229,6.957
"2018-08-07 13:00:00",5.037,17.18,142.2,18.56,85.5,100,13.56,350.3,37.7,321.6,372.5,-4.416,-2.43,-0.26,17.76,339.2,749.6,4.068,98.3,405.1,-3.239,6.968
"2018-08-07 14:00:00",5.186,18.69,143.3,20.89,83.6,100,13.52,362.9,39.65,323.1,375.5,-4.705,-2.687,-0.28,17.74,332.6,750,3.986,98.3,404.9,-3.244,6.969
"2018-08-07 15:00:00",5.327,18.41,149.8,20.89,81.8,100.1,13.44,311.8,35.22,326.9,375.5,-4.909,-1.931,-0.293,17.83,314.3,753.8,3.966,98.3,405.2,-3.246,6.951
"2018-08-07 16:00:00",5.361,18.42,147.1,21.38,81.8,100.1,13.26,235.2,26.85,329.8,371.7,-4.89,-2.178,-0.249,17.74,328.3,754.7,3.974,98.4,405.1,-3.243,6.965
"2018-08-07 17:00:00",5.379,19.51,151.5,22.37,82.8,100.1,13.39,240.6,28.55,326.8,371,-4.957,-1.853,-0.328,17.72,335.4,747.3,4.018,98.4,404.8,-3.244,6.963
"2018-08-07 18:00:00",5.586,16.49,160.1,22.86,82.8,100.1,13.01,115.9,12.47,332.1,366.4,-3.806,-1.052,-0.209,17.91,322.7,752.5,4.176,98.4,404.5,-3.242,6.962
"2018-08-07 19:00:00",5.517,13.73,156.4,16.86,85.4,100.2,13.01,104.4,11.35,337.4,361.7,-3.065,-0.922,-0.22,23.66,182.9,857,4.378,98.5,404.2,-3.236,6.959
"2018-08-07 20:00:00",5.436,15.12,157.4,17.71,87.1,100.2,12.96,30.82,3.292,338.6,358,-3.332,-0.992,-0.241,18.72,267.2,770,4.765,98.5,404.1,-3.234,6.959
"2018-08-07 21:00:00",5.389,12.21,163.9,16.16,90,100.2,12.96,22.93,2.267,339.7,353.4,-2.691,-0.435,-0.26,20.49,242.3,822,6.506,98.5,403.6,-3.226,6.956
"2018-08-07 22:00:00",7.284,6.421,210.5,11.57,90.5,100.2,12.96,15,1.678,345.3,354.1,-1.37,1.218,-0.202,27.34,182.6,882,6.415,98.5,402.6,-3.206,6.959
"2018-08-07 23:00:00",5.315,16.07,272.4,19.55,92,100.2,12.95,3.558,0.369,314.4,345.5,0.071,5.113,0.185,20.05,-53.29,788.1,4.422,98.5,404.6,-3.209,6.961
"2018-08-08 00:00:00",4.948,14.94,274,18.56,92.9,100.2,12.96,-1.289,0.328,307.4,341.5,0.136,4.586,0.158,19.84,-25.44,764.2,4.316,98.5,405,-3.206,6.961
"2018-08-08 01:00:00",4.901,15.83,268.6,22.44,92,100.2,12.96,-1.349,0.238,321.1,341.9,-0.276,5.411,0.206,18.99,107.3,761.8,4.54,98.6,405.9,-3.199,6.962
"2018-08-08 02:00:00",4.89,16,269.1,20.89,90.9,100.2,12.96,-1.424,0.198,314.7,340.5,-0.232,5.473,0.188,17.87,321.1,768.6,5.371,98.6,406,-3.196,6.961
"2018-08-08 03:00:00",4.609,16.3,275.3,20.46,91.8,100.3,12.95,-1.469,0.144,305.8,338.4,0.307,4.822,0.176,17.73,351.7,761.1,4.633,98.6,406.2,-3.197,6.961
"2018-08-08 04:00:00",4.583,10.33,273.7,16.93,92.1,100.3,12.95,1.124,0.243,314,338.2,-0.029,3.984,0.157,17.8,353.3,756.2,4.278,98.6,407.6,-3.196,6.958
"2018-08-08 05:00:00",4.796,7.65,279.3,16.51,90.6,100.3,12.96,8.06,0.962,315.1,339.3,0.126,2.181,0.073,17.84,352.8,751.3,4.157,98.6,407.8,-3.196,6.96
"2018-08-08 06:00:00",4.815,10.61,247.4,23.64,90,100.3,12.97,36.97,3.567,311.9,339.9,-1.526,3.805,-0.002,17.83,351.5,751,4.137,98.6,407.3,-3.197,6.963
"2018-08-08 07:00:00",5.044,12.79,239.2,19.97,89.7,100.3,13.01,93.2,8.7,312.8,342.6,-2.268,3.605,-0.09,17.8,354.4,750.6,4.24,98.6,406.5,-3.198,6.959
"2018-08-08 08:00:00",4.894,13.05,235.3,17.64,91.2,100.3,13,78.97,7.007,330.3,345.1,-2.389,3.453,-0.102,17.9,316.5,756.3,4.1,98.6,406.6,-3.204,6.962
"2018-08-08 09:00:00",4.844,8.67,237.8,15.31,91.6,100.3,13.02,115.8,10.05,328.1,347.2,-1.611,2.619,-0.078,18.18,226.3,816,6.917,98.6,406.2,-3.206,6.955
"2018-08-08 10:00:00",4.549,20.36,268.1,30.2,90.9,100.3,13.4,258.7,25.01,316.1,349.6,-0.22,6.819,0.25,17.91,337.5,758.9,4.32,98.6,405.8,-3.213,6.963
"2018-08-08 11:00:00",3.971,22.98,270.8,27.94,91.9,100.3,13.56,489.2,44.44,297.9,354.5,-0.089,7.254,0.242,17.87,249.5,754.1,4.046,98.6,406,-3.224,6.963
"2018-08-08 12:00:00",4.157,13,263.2,23.14,92.9,100.3,13.56,568.2,53.2,269.8,360.8,-0.694,5.164,0.164,17.84,340.1,753.7,4.076,98.6,405.7,-3.234,6.957
"2018-08-08 13:00:00",5.13,11.81,262.6,23.5,87.1,100.3,13.55,633.3,63.28,262.9,370,-0.87,5.817,0.205,17.73,346.4,748.2,4.131,98.6,403.9,-3.24,6.963
"2018-08-08 14:00:00",3.655,23.74,286.9,26.95,91.7,100.3,13.56,629.7,71.29,258.4,370.2,1.922,6.141,0.388,17.76,317.7,753.2,3.904,98.6,405.6,-3.233,6.972
"2018-08-08 15:00:00",3.498,25.09,285.5,29.14,93.2,100.3,13.55,589.3,76.04,257.5,370,1.787,6.595,0.364,17.85,326.1,754.1,3.873,98.7,405.5,-3.231,6.953
"2018-08-08 16:00:00",3.756,18.86,287.2,24.98,92.8,100.3,13.35,324.4,38.64,313.2,370,1.639,4.88,0.256,18.55,189.3,752.5,3.966,98.7,405.4,-3.233,6.962
"2018-08-08 17:00:00",4.368,11.86,274.5,14.39,92.2,100.4,13.54,348,47.02,302.5,371.2,0.178,3.89,0.152,18.04,305.6,751,4.183,98.7,404.9,-3.236,6.956
"2018-08-08 18:00:00",4.518,14.3,289.4,17.5,90.8,100.4,13.55,363.9,61.24,277.9,374.4,1.318,3.732,0.255,17.8,348.3,752.4,4.188,98.7,405,-3.239,6.96
"2018-08-08 19:00:00",4.639,10.15,268.1,14.54,90.1,100.4,13.55,286.2,64.47,256.4,373.4,-0.124,3.674,0.123,17.81,345.5,752.6,4.165,98.7,405.1,-3.241,6.968
"2018-08-08 20:00:00",5.477,13.05,271.3,21.17,86.9,100.4,13.52,180,58.61,254.7,368.9,0.145,4.326,0.153,17.68,353.9,746.6,4.265,98.6,404.3,-3.244,6.959
"2018-08-08 21:00:00",5.998,16.7,283.9,20.89,83.8,100.4,13.18,86.8,38.29,256.1,360.4,1.049,4.565,0.254,17.65,354.2,745,4.241,98.7,404.2,-3.244,6.972
"2018-08-08 22:00:00",5.76,14.61,284.6,16.93,84.8,100.4,13,28.7,23.1,256.3,351.6,1.119,4.019,0.179,17.65,352.2,743.9,4.189,98.7,404.2,-3.239,6.963
"2018-08-08 23:00:00",5.096,9.51,317.9,14.68,87.4,100.4,12.96,3.793,4.92,257.2,344.8,1.968,1.681,0.225,17.68,347.3,746.1,4.13,98.7,404.8,-3.236,6.957
"2018-08-09 00:00:00",4.583,5.218,314.8,9.88,89.7,100.4,12.96,-2.634,1.241,269,341.3,1.267,0.877,0.081,17.7,340.7,746.9,4.036,98.7,405.1,-3.229,6.962
"2018-08-09 01:00:00",4.595,6.38,340.9,7.973,88.9,100.4,12.95,-3.278,0.882,273.3,339.7,1.934,0.324,0.179,17.72,339.3,746.8,4.013,98.7,404.9,-3.221,6.962
"2018-08-09 02:00:00",4.763,7.603,9.75,9.88,87.5,100.4,12.95,-2.544,0.666,290.6,340,2.128,-1.073,0.242,17.7,338.4,745.8,3.992,98.7,404.5,-3.213,6.963
"2018-08-09 03:00:00",4.338,6.988,33.62,10.94,88.4,100.4,12.95,-2.234,0.153,300.5,339.9,1.4,-1.836,0.139,17.76,337.7,748.6,3.991,98.7,405.4,-3.213,6.962
"2018-08-09 04:00:00",4.104,10.23,37.57,12.42,89.6,100.4,12.96,2.634,1.043,311.7,339.9,1.965,-2.84,0.191,17.8,334.1,750.3,3.93,98.7,406.1,-3.21,6.96
"2018-08-09 05:00:00",3.919,8.75,43.49,10.65,90.5,100.4,12.96,4.393,1.336,321.3,340.4,1.517,-2.622,0.127,17.87,334,753.8,3.948,98.7,407.3,-3.211,6.962
"2018-08-09 06:00:00",4.208,11.13,45.05,17.99,89.6,100.4,12.96,17.04,1.448,325,341.3,1.795,-3.186,0.146,18.08,292,759.3,3.943,98.8,407.3,-3.209,6.962
"2018-08-09 07:00:00",4.372,13.32,41.29,16.93,87.7,100.4,12.97,36.83,3.054,324.7,341.1,2.354,-3.556,0.228,18.1,293.4,759.2,3.911,98.8,406.8,-3.209,6.961
"2018-08-09 08:00:00",5.181,11.75,39.58,17.64,75.97,100.5,12.97,22.79,3.184,327.6,341.9,2.048,-2.983,0.166,18.57,165.2,778.8,5.217,98.8,405.3,-3.211,6.961
"2018-08-09 09:00:00",5.051,9.36,48.18,16.02,74.91,100.5,12.97,33.14,4.169,326.6,341.3,0.668,-2.417,0.197,19.23,-58,855,6.91,98.8,405.1,-3.219,6.96
"2018-08-09 10:00:00",4.453,7.204,114.2,8.75,81.7,100.5,12.99,66.97,5.559,324.9,342.7,-1.494,-2.391,-0.187,20.38,-115.4,991,13.16,98.8,405,-3.224,6.964
"2018-08-09 11:00:00",4.476,5.786,190.4,7.973,85.6,100.5,13.11,165.8,12.52,322.8,346.9,-1.442,0.365,-0.109,19.37,-114.5,997,4.7,98.8,404.7,-3.229,6.963
"2018-08-09 12:00:00",4.716,7.129,232.5,12.21,84.6,100.5,13.38,263.8,25.28,319.1,354.5,-0.595,1.731,0.065,17.29,123.1,808,4.17,98.9,404.6,-3.237,6.964
"2018-08-09 13:00:00",4.939,7.188,267.6,13.34,82.3,100.6,13.56,501.6,49.63,280.4,363.2,-0.081,2.862,0.081,16.9,204.9,768.3,3.863,98.9,404.3,-3.246,6.979
"2018-08-09 14:00:00",4.972,16.16,272.6,19.83,83.9,100.6,13.55,628.6,70.34,250.2,371.8,0.119,4.925,0.193,16.91,215.5,751.5,3.782,98.9,404.9,-3.245,6.96
"2018-08-09 15:00:00",5.03,19.25,281.1,22.65,83.2,100.6,13.55,599.7,76.79,251.2,375.5,0.943,5.418,0.243,16.94,194,751.9,3.764,98.9,404.5,-3.244,6.957
"2018-08-09 16:00:00",5.064,20.28,280.4,23,83.7,100.7,13.55,459.7,58.53,286.7,377.9,0.917,5.644,0.262,17.18,149.9,752.1,3.815,99,404.6,-3.244,6.966
"2018-08-09 17:00:00",5.239,18.64,271.8,27.38,83.8,100.7,13.3,235.3,27.07,315.8,370,0.144,5.717,0.243,17.57,121.9,750.7,3.874,99,404.9,-3.245,6.962
"2018-08-09 18:00:00",5.398,22.53,278.5,27.24,83.5,100.7,13.03,147.8,16.43,319.1,361.5,0.76,6.238,0.306,17.99,241.1,749.8,3.881,99,404.9,-3.24,6.971
"2018-08-09 19:00:00",5.439,19.55,275,25.75,84.7,100.8,13.04,131.4,16.79,316.9,357.7,0.393,5.706,0.254,17.8,344.2,749.9,3.97,99.1,404.8,-3.236,6.958
"2018-08-09 20:00:00",5.835,22.21,269.4,27.45,83.6,100.7,13.05,117.2,18.05,309,355.5,-0.195,7.246,0.241,17.77,348,748.7,4.025,99,404.8,-3.234,6.967
"2018-08-09 21:00:00",6.032,18.12,265.2,26.32,84.7,100.7,13.14,81,22.43,278.6,351.4,-0.716,7.097,0.201,17.75,359.4,747.4,4.18,99,404.6,-3.233,6.958
"2018-08-09 22:00:00",6.143,14.91,261.4,25.12,86,100.7,12.96,16.66,2.307,311.8,348.5,-1.183,7.14,0.161,17.72,368.1,745.9,4.261,99,404.6,-3.229,6.961
"2018-08-09 23:00:00",6.142,14.49,260.9,22.51,87.5,100.7,12.96,1.934,0.238,314.6,346.5,-1.326,6.968,0.213,17.71,375.6,745.5,4.347,99,404.5,-3.221,6.959
"2018-08-10 00:00:00",6.07,16.05,263.3,26.74,88.8,100.8,12.96,-1.774,-0.139,325,345.2,-0.923,7.005,0.194,18.08,309.5,755.8,4.404,99.1,404.6,-3.213,6.963
"2018-08-10 01:00:00",6.336,11.74,256.5,16.79,87.1,100.8,12.96,-2.913,0.162,305,342.9,-1.874,7.306,0.161,19.46,96.8,750.3,4.398,99.1,405.3,-3.206,6.961
"2018-08-10 02:00:00",6.15,14.53,260.7,22.01,88.1,100.8,12.96,-2.788,0.081,303.1,340.9,-1.351,7.255,0.215,20.8,-7.708,757,4.54,99.1,405.9,-3.203,6.955
"2018-08-10 03:00:00",6.234,9.39,253.7,12.98,88.5,100.8,12.95,-1.664,-0.211,323,342.5,-2.067,6.2,0.089,19.02,202.6,750.6,4.478,99.1,406.7,-3.2,6.958
"2018-08-10 04:00:00",6.377,11.92,254.6,18.98,87.4,100.8,12.95,0.08,-0.306,326.8,343.8,-2.142,6.465,0.007,17.81,371,748.5,4.466,99.1,406,-3.198,6.961
"2018-08-10 05:00:00",6.238,10.42,252.6,20.11,87.9,100.8,12.96,7.516,0.351,325.2,343.8,-1.97,5.517,0.049,17.83,370.2,749.9,4.45,99.1,406.5,-3.2,6.962
"2018-08-10 06:00:00",6.066,16.25,268.8,20.04,86.5,100.8,12.98,33.61,3.274,304.7,342.1,-0.287,5.498,0.187,17.84,356.8,750,4.256,99.1,406.2,-3.205,6.961
"2018-08-10 07:00:00",5.741,17.27,277.6,20.53,87.9,100.8,13.03,70.79,6.706,313,343.8,0.543,5.175,0.272,17.88,357.3,752.1,4.264,99.1,406.4,-3.211,6.962
"2018-08-10 08:00:00",5.573,13.02,273.4,18.35,87.3,100.8,13.18,155.7,12.57,256.4,339.1,0.192,4.118,0.174,17.85,347.3,750.9,4.134,99.1,404.9,-3.216,6.958
"2018-08-10 09:00:00",5.739,7.874,276.3,12.35,87.1,100.8,13.5,335.9,24.38,254.6,345.5,0.196,2.553,0.082,17.86,351.3,752.4,4.234,99.1,404.2,-3.235,6.956
"2018-08-10 10:00:00",5.479,11.02,317.7,14.61,87,100.7,13.55,452.6,35.52,255.8,352.8,1.98,1.964,0.227,17.87,347.1,752.6,4.164,99.1,404.6,-3.25,6.966
"2018-08-10 11:00:00",5.09,6.489,356.5,9.1,88.6,100.7,13.3,336.1,28.94,266.9,358.7,1.661,-0.058,0.117,17.85,342.4,751.6,4.103,99,404.3,-3.247,6.963
"2018-08-10 12:00:00",5.658,7.593,116.6,11.5,85.3,100.7,13.3,231,25.53,327.3,364,-1.552,-2.102,-0.15,17.84,338.9,750.7,4.045,99,404.8,-3.243,6.966
"2018-08-10 13:00:00",5.812,8.98,124.4,11.92,84.3,100.7,13.57,287.1,31.19,329.8,370.2,-2.047,-2.285,-0.227,17.84,338.8,751.5,4.061,99,405.4,-3.251,6.973
"2018-08-10 14:00:00",5.311,12.24,109.9,13.48,85.7,100.6,13.53,304.4,33.08,326.3,373,-2.112,-3.817,-0.131,17.87,341.9,752.5,4.089,98.9,406.1,-3.249,6.96
"2018-08-10 15:00:00",5.256,14.05,109.8,16.51,87.1,100.6,13.54,303.3,34.09,323.5,374.4,-2.44,-4.307,-0.099,17.88,346.7,752.4,4.159,98.9,406.9,-3.248,6.96
"2018-08-10 16:00:00",5.043,15.19,103.8,18.63,86.9,100.5,13.15,171,19.1,326.5,369.4,-2.193,-4.853,-0.059,17.87,338.1,751.7,4.002,98.8,406.5,-3.244,6.957
"2018-08-10 17:00:00",5.467,15.94,99.7,17.71,86.5,100.5,13.01,114.1,12.86,325.4,363.5,-1.874,-5.081,0.047,17.78,343.1,747.5,4.074,98.8,405.1,-3.238,6.962
"2018-08-10 18:00:00",6.342,18.95,132.1,27.02,78.23,100.4,13,87.5,9.85,327.2,361.7,-4.666,-3.78,-0.341,17.67,326.3,743.1,3.862,98.7,403.4,-3.238,6.958
"2018-08-10 19:00:00",6.23,22.28,128.6,25.75,77.63,100.4,12.97,38.04,4.268,330.5,356.6,-5.057,-4.754,-0.424,17.69,316.5,760.3,4.088,98.7,403.4,-3.237,6.962
"2018-08-10 20:00:00",6.073,22.69,117.1,26.81,79.17,100.3,12.96,22.2,3.166,332.8,350.8,-4.349,-6.016,-0.167,17.85,274.3,827,5.226,98.6,403.6,-3.235,6.964
"2018-08-10 21:00:00",5.704,21.5,120,25.61,82.6,100.3,12.95,6.971,2.208,332,346.7,-4.252,-5.357,-0.289,18.45,156.7,976,6.69,98.6,403.8,-3.233,6.966
"2018-08-10 22:00:00",5.3,24.27,120.1,28.79,87.8,100.2,12.95,2.169,1.839,331.8,343.8,-5.071,-6.456,-0.38,20.21,-81.7,905,4.314,98.6,403.8,-3.227,6.961
"2018-08-10 23:00:00",5.19,26.01,114.1,30.48,90.8,100.2,12.96,-0.455,1.007,331.4,342.6,-5.608,-8.95,-0.782,20.06,-147.3,917,4.682,98.5,403.8,-3.217,6.963
"2018-08-11 00:00:00",5.219,23.92,87.7,26.39,92.6,100.1,12.96,-0.71,0.639,331.4,341.9,-1.503,-7.994,0.105,22.16,20.62,1225,11.14,98.4,404,-3.206,6.962
"2018-08-11 01:00:00",5.151,23.9,82.2,27.38,93.5,100.1,12.96,-0.75,0.436,331.1,341.5,-0.939,-8.05,0.045,25.19,452.1,1188,6.057,98.4,403.9,-3.198,6.963
"2018-08-11 02:00:00",4.984,22.21,71.28,25.26,94.2,100,12.96,-0.825,0.369,330.8,340.9,0.44,-7.504,0.248,24.21,23.34,1252,2.607,98.4,404.1,-3.194,6.962
